no	custom_index	rule	kr	en
11	17	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				싱크대	Sink
12	18	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				냉장고	Fridge
13	19	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				〔{0}〕:  물 내리기  	  [{0}]:  Flush  
14	21	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				도마	Cutting Board
15	23	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				〔{0}〕:  썰기  	[{0}]:  Chop  
16	24	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				  칼이 없습니다  	  No Knife  
17	26	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				튀김기	Fryer
18	27	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				〔{0}〕: 영웅 변경	[{0}]: Change Hero
19	29	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				비어 있음	Empty
20	52	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				레스토랑(WM3MW) v260531\r\ndiscord&recipes : ow-restaurant.com/ko	Restaurant(Z1TBZ) v260531\r\ndiscord&recipes : ow-restaurant.com/en
21	54	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				Score : {0}{2}\r\n내 직책 : {1}	Score : {0}{2}\r\nMy Role : {1}
22	59	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				{0} 제작 중인 특수 칼:{1}개	{0} Special Knife in progress:{1}
23	60	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				{0} 솥:{1}% / 튀김&제빙:{2}%	{0} Pot:{1}% / Fryer&Ice:{2}%
24	61	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				{0} 팬:{1}% / 오븐:{2}%	{0} Pan:{1}% / Oven:{2}%
25	62	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				{0} 이속:{1}% / 시간:{2}초	{0} Speed:{1}% / Time:{2}s
26	65	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				연습 모드	Practice Mode
27	66	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				캐주얼 다이닝	Casual Dining
28	67	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				파인 다이닝	Fine Dining
29	68	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				스타 비스트로	Star Bistro
30	69	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				마스터쿡 챌린지	Master Cook Challenge
31	70	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				헤드셰프 챌린지	Head Chef Challenge
32	72	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				자유롭게 연습할 수 있는 샌드박스 모드 입니다	A sandbox mode where you can practice freely
33	73	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				5개의 메뉴가 등장하는 수습 난이도를 클리어하세요	Clear Apprentice difficulty with 5 menu items
34	74	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				모든 메뉴가 등장하는 숙련 난이도를 클리어하세요	Clear Skilled difficulty with every menu item
35	75	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				까다로운 손님들이 등장하는 전문 난이도를 클리어하세요	Clear Expert difficulty with demanding customers
36	76	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				Hell's Kitchen 클리어에 도전하세요	Take on Hell's Kitchen
37	77	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				완벽의 영역에 도전하세요	Take on the realm of perfection
38	78	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				[{0}]: 모드 변경	[{0}]: Change Mode
39	79	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				 방장이 모드를 결정하는 중입니다	 The host is choosing the mode
40	81	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				〔{0}〕: 영업 개시	[{0}]: OPEN
41	82	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				연습 모드	Practice
42	84	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				〔{1}〕: 모드-{0}	[{1}]: Mode-{0}
43	85	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				다른 메뉴	Other Code
44	86	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				연습 종료	End Practice
45	87	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				모든 손님	All Customers
46	89	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				변기클라우드-모듬회밥	ToiletCloud-Assorted Sashimi Rice Bowl
47	90	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				Joseon-쿡제요리	Joseon-Cookje Cuisine
48	91	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				Joseon-뉴 3호점	Joseon-New Branch 3
49	92	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				Gummybear-오리지널	Gummybear-Original
50	93	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				개시 하여 시작	Open to Start
51	94	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				퓨전	Fusion
52	95	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				{0} 레스토랑 - 카페! \r\n\r\n 레시피 북: https://ow-restaurant.com/ko/book/cafe/0 	{0} Restaurant - Cafe! \r\n\r\n Recipe Book: https://ow-restaurant.com/en/book/cafe/0 
53	96	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				{0} 새로운 변경 사항\r\n\r\n  서빙볼+제트팩 - 6명이 플레이 중일 때 서빙볼은 제트팩 장착으로 변경됩니다!\r\n{1}	{0} New Changes\r\n\r\n  ServingBall + Jetpack - With 6 players, ServingBall changes to Jetpack equipment!\r\n{1}
54	97	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				  신규 모드 스타 비스트로와 헤드셰프 챌린지가 추가되었습니다.\r\n{0}	  New modes Star Bistro and Head Chef Challenge have been added.\r\n{0}
55	98	)\n{\n	event\n	{\n		Ongoing - Global;\n	}\n\n	actions\n	{\n		Disable Inspector Recording;\n		Disable Built-In Game Mode Completion;\n		Create Dummy Bot(All Heroes, Host Player, False, Null, Null);\n		Start Forcing Dummy Bot Name(Last Created Entity, Custom String(\n				  이제 솔로 플레이 에서 항상 서빙볼이 지원됩니다.\r\n  아이템 등장 확률 알고리즘이 변경되었습니다.	  ServingBall now always supports solo play.\r\n  The item spawn probability algorithm has changed.
56	99	)\n{\n	event\n	{\n		Player Joined Match;\n		Team 1;\n		All;\n	}\n\n	actions\n	{\n		Disallow Button(Event Player, Button(Primary Fire));\n		Disallow Button(Event Player, Button(Secondary Fire));\n		Disallow Button(Event Player, Button(Ability 1));\n		Disallow Button(Event Player, Button(Ability 2));\n		Disallow Button(Event Player, Button(Ultimate));\n		Disallow Button(Event Player, Button(Melee));\n		Set Ultimate Ability Enabled(Event Player, False);\n		Disable Hero HUD(Event Player);\n		Disable Messages(Event Player);\n		Event Player.controlingIndex = -1;\n		Event Player.durability = 100;\n		Event Player.playerSpeed = 90;\n		Event Player.itemPerk = -1;\n		Event Player.footPerk = -1;\n		Event Player.isController = False;\n		Wait Until(Has Spawned(Event Player), 9999);\n		Disable Nameplates(All Players(Team 1), All Players(Team 1));\n		Event Player.permission = Event Player == Host Player ? 3 : Workshop Setting Combo(Custom String(	설정	Settings
57	100	)\n{\n	event\n	{\n		Player Joined Match;\n		Team 1;\n		All;\n	}\n\n	actions\n	{\n		Disallow Button(Event Player, Button(Primary Fire));\n		Disallow Button(Event Player, Button(Secondary Fire));\n		Disallow Button(Event Player, Button(Ability 1));\n		Disallow Button(Event Player, Button(Ability 2));\n		Disallow Button(Event Player, Button(Ultimate));\n		Disallow Button(Event Player, Button(Melee));\n		Set Ultimate Ability Enabled(Event Player, False);\n		Disable Hero HUD(Event Player);\n		Disable Messages(Event Player);\n		Event Player.controlingIndex = -1;\n		Event Player.durability = 100;\n		Event Player.playerSpeed = 90;\n		Event Player.itemPerk = -1;\n		Event Player.footPerk = -1;\n		Event Player.isController = False;\n		Wait Until(Has Spawned(Event Player), 9999);\n		Disable Nameplates(All Players(Team 1), All Players(Team 1));\n		Event Player.permission = Event Player == Host Player ? 3 : Workshop Setting Combo(Custom String(	플레이어 기본 직책	Default Player Role
58	107	)\n{\n	event\n	{\n		Player Joined Match;\n		Team 1;\n		All;\n	}\n\n	actions\n	{\n		Disallow Button(Event Player, Button(Primary Fire));\n		Disallow Button(Event Player, Button(Secondary Fire));\n		Disallow Button(Event Player, Button(Ability 1));\n		Disallow Button(Event Player, Button(Ability 2));\n		Disallow Button(Event Player, Button(Ultimate));\n		Disallow Button(Event Player, Button(Melee));\n		Set Ultimate Ability Enabled(Event Player, False);\n		Disable Hero HUD(Event Player);\n		Disable Messages(Event Player);\n		Event Player.controlingIndex = -1;\n		Event Player.durability = 100;\n		Event Player.playerSpeed = 90;\n		Event Player.itemPerk = -1;\n		Event Player.footPerk = -1;\n		Event Player.isController = False;\n		Wait Until(Has Spawned(Event Player), 9999);\n		Disable Nameplates(All Players(Team 1), All Players(Team 1));\n		Event Player.permission = Event Player == Host Player ? 3 : Workshop Setting Combo(Custom String(	〔{0}〕 로 시작	[{0}] to Start
59	108	)\n{\n	event\n	{\n		Player Joined Match;\n		Team 1;\n		All;\n	}\n\n	actions\n	{\n		Disallow Button(Event Player, Button(Primary Fire));\n		Disallow Button(Event Player, Button(Secondary Fire));\n		Disallow Button(Event Player, Button(Ability 1));\n		Disallow Button(Event Player, Button(Ability 2));\n		Disallow Button(Event Player, Button(Ultimate));\n		Disallow Button(Event Player, Button(Melee));\n		Set Ultimate Ability Enabled(Event Player, False);\n		Disable Hero HUD(Event Player);\n		Disable Messages(Event Player);\n		Event Player.controlingIndex = -1;\n		Event Player.durability = 100;\n		Event Player.playerSpeed = 90;\n		Event Player.itemPerk = -1;\n		Event Player.footPerk = -1;\n		Event Player.isController = False;\n		Wait Until(Has Spawned(Event Player), 9999);\n		Disable Nameplates(All Players(Team 1), All Players(Team 1));\n		Event Player.permission = Event Player == Host Player ? 3 : Workshop Setting Combo(Custom String(	레 스 토 랑	Restaurant
60	109	)\n{\n	event\n	{\n		Player Joined Match;\n		Team 1;\n		All;\n	}\n\n	actions\n	{\n		Disallow Button(Event Player, Button(Primary Fire));\n		Disallow Button(Event Player, Button(Secondary Fire));\n		Disallow Button(Event Player, Button(Ability 1));\n		Disallow Button(Event Player, Button(Ability 2));\n		Disallow Button(Event Player, Button(Ultimate));\n		Disallow Button(Event Player, Button(Melee));\n		Set Ultimate Ability Enabled(Event Player, False);\n		Disable Hero HUD(Event Player);\n		Disable Messages(Event Player);\n		Event Player.controlingIndex = -1;\n		Event Player.durability = 100;\n		Event Player.playerSpeed = 90;\n		Event Player.itemPerk = -1;\n		Event Player.footPerk = -1;\n		Event Player.isController = False;\n		Wait Until(Has Spawned(Event Player), 9999);\n		Disable Nameplates(All Players(Team 1), All Players(Team 1));\n		Event Player.permission = Event Player == Host Player ? 3 : Workshop Setting Combo(Custom String(	레스토랑 - 카페!	Cafe&Dessert
61	110	)\n{\n	event\n	{\n		Player Joined Match;\n		Team 1;\n		All;\n	}\n\n	actions\n	{\n		Disallow Button(Event Player, Button(Primary Fire));\n		Disallow Button(Event Player, Button(Secondary Fire));\n		Disallow Button(Event Player, Button(Ability 1));\n		Disallow Button(Event Player, Button(Ability 2));\n		Disallow Button(Event Player, Button(Ultimate));\n		Disallow Button(Event Player, Button(Melee));\n		Set Ultimate Ability Enabled(Event Player, False);\n		Disable Hero HUD(Event Player);\n		Disable Messages(Event Player);\n		Event Player.controlingIndex = -1;\n		Event Player.durability = 100;\n		Event Player.playerSpeed = 90;\n		Event Player.itemPerk = -1;\n		Event Player.footPerk = -1;\n		Event Player.isController = False;\n		Wait Until(Has Spawned(Event Player), 9999);\n		Disable Nameplates(All Players(Team 1), All Players(Team 1));\n		Event Player.permission = Event Player == Host Player ? 3 : Workshop Setting Combo(Custom String(	Joseon#31496 : WM3MW\r\nGummyBear#11798\r\n변기클라우드#3523	Joseon#31496 : Z1TBZ\r\nGummyBear#11798\r\nToiletCloud#3523
62	113	)\n{\n	event\n	{\n		Ongoing - Each Player;\n		All;\n		All;\n	}\n\n	conditions\n	{\n		Is Button Held(Event Player, Button(Primary Fire)) == True;\n		Event Player.permission != 2;\n	}\n\n	actions\n	{\n		Abort If(Array Contains(Global.cuttingPlayer, Event Player));\n		Event Player.controlingIndex = Index Of Array Value(Global.itemPosition, First Of(Sorted Array(Filtered Array(Global.itemPosition,\n			Distance Between(Current Array Element, Eye Position(Event Player) + Facing Direction Of(Event Player) * 1.500)\n			< 1.500 && !Global.itemControled[Current Array Index]), Distance Between(Current Array Element, Eye Position(Event Player)\n			+ Facing Direction Of(Event Player) * 1.500))));\n		If(Event Player.controlingIndex == -1);\n			Abort If(Global.itemCount >= 32);\n			Event Player.handPosition = Ray Cast Hit Position(Eye Position(Event Player), Eye Position(Event Player) + Facing Direction Of(\n				Event Player) * 1.500, Null, Null, False);\n			Event Player.controlingIndex = Index Of Array Value(Global.FRIDGE_POSITION, First Of(Sorted Array(Filtered Array(\n				Global.FRIDGE_POSITION, Distance Between(Current Array Element, Event Player.handPosition) < 1), Distance Between(\n				Event Player.handPosition, Current Array Element))));\n			If(Event Player.controlingIndex != -1 && Global.fridgeCode[Event Player.controlingIndex]);\n				Abort If(Event Player.permission == 1 || Event Player.permission == 2);\n				Global.createItemData = Array(Global.FRIDGE_POSITION[Event Player.controlingIndex], Vector(False, False, False),\n					Global.fridgeCode[Event Player.controlingIndex], Null, Null);\n				Call Subroutine(createItem);\n				Event Player.controlingIndex = Global.creatingItemIndex;\n			Else;\n				Event Player.controlingIndex = Index Of Array Value(Global.STORAGE_POSITION, First Of(Sorted Array(Filtered Array(\n					Global.STORAGE_POSITION, Distance Between(Current Array Element, Event Player.handPosition) < 1), Distance Between(\n					Event Player.handPosition, Current Array Element))));\n				If(Event Player.controlingIndex != -1 && Global.storageData[Event Player.controlingIndex][False]);\n					Abort If(Event Player.permission == 1 || Event Player.permission == 2);\n					Global.createItemData = Array(Global.STORAGE_POSITION[Event Player.controlingIndex], Vector(False, False, False),\n						Global.storageData[Event Player.controlingIndex][False], Global.storageData[Event Player.controlingIndex][True],\n						Global.storageData[Event Player.controlingIndex][3]);\n					Call Subroutine(createItem);\n					Global.itemProgress[Global.creatingItemIndex] = Global.storageData[Event Player.controlingIndex][2];\n					Global.storageData[Event Player.controlingIndex] = Array(False, False, False);\n					Event Player.controlingIndex = Global.creatingItemIndex;\n				Else;\n					Event Player.controlingIndex = -1;\n					Abort;\n				End;\n			End;\n		End;\n		Global.itemControled[Event Player.controlingIndex] = True;\n		Global.itemLastControl[Event Player.controlingIndex] = Event Player;\n		Create HUD Text(All Players(All Teams), Null, Null, Custom String(\n				〔{0}〕:  칼 장착  	[{0}]:  Equip Knife  
